2.293000000E+0, -7.295000000E-5, -1.350000000E-6, 0.000000000E+0, -8.020000000E-7, 5.327000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 9.900000000E+37, 0.000000000E+0, 5.387033785E-6, 1.200000000E+3, 4.249831667E+1, 0.000000000E+0, 9.000000000E+2, 
2.293100000E+0, -6.985000000E-5, -1.850000000E-6, 0.000000000E+0, -7.930000000E-7, 5.254000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 9.900000000E+37, 0.000000000E+0, 5.313507787E-6, 1.200000000E+3, 4.250113333E+1, 0.000000000E+0, 9.000000000E+2, 
2.293300000E+0, -7.705000000E-5, -1.150000000E-6, 0.000000000E+0, -7.860000000E-7, 5.195000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 9.900000000E+37, 0.000000000E+0, 5.254124190E-6, 1.200000000E+3, 4.250363333E+1, 0.000000000E+0, 9.000000000E+2, 
2.293400000E+0, -6.940000000E-5, -1.700000000E-6, 0.000000000E+0, -7.810000000E-7, 5.143000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 9.900000000E+37, 0.000000000E+0, 5.201962130E-6, 1.200000000E+3, 4.250613333E+1, 0.000000000E+0, 9.000000000E+2, 
2.293600000E+0, -7.705000000E-5, -1.300000000E-6, 0.000000000E+0, -7.760000000E-7, 5.096000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 9.900000000E+37, 0.000000000E+0, 5.154744611E-6, 1.200000000E+3, 4.250863333E+1, 0.000000000E+0, 9.000000000E+2, 
2.293700000E+0, -6.980000000E-5, -1.550000000E-6, 0.000000000E+0, -7.720000000E-7, 5.055000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 9.900000000E+37, 0.000000000E+0, 5.113610173E-6, 1.200000000E+3, 4.251113333E+1, 0.000000000E+0, 9.000000000E+2, 
2.293900000E+0, -7.610000000E-5, -1.550000000E-6, 0.000000000E+0, -7.690000000E-7, 5.021000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 9.900000000E+37, 0.000000000E+0, 5.079547421E-6, 1.200000000E+3, 4.251363333E+1, 0.000000000E+0, 9.000000000E+2, 
2.294000000E+0, -7.110000000E-5, -1.200000000E-6, 0.000000000E+0, -7.660000000E-7, 4.994000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 9.900000000E+37, 0.000000000E+0, 5.052404576E-6, 1.200000000E+3, 4.251613333E+1, 0.000000000E+0, 9.000000000E+2, 
2.294200000E+0, -7.420000000E-5, -1.750000000E-6, 0.000000000E+0, -7.640000000E-7, 4.973000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 9.900000000E+37, 0.000000000E+0, 5.031344254E-6, 1.200000000E+3, 4.251863333E+1, 0.000000000E+0, 9.000000000E+2, 
2.294300000E+0, -7.395000000E-5, -1.300000000E-6, 0.000000000E+0, -7.620000000E-7, 4.959000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 9.900000000E+37, 0.000000000E+0, 5.017202906E-6, 1.200000000E+3, 4.252113333E+1, 0.000000000E+0, 9.000000000E+2, 
