3.310600000E+0, -1.982000000E-4, 2.000000000E-7, 0.000000000E+0, 3.640000000E-7, -3.367000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 3.963668240E+5, 0.000000000E+0, 3.386618520E-6, 1.200000000E+3, 2.270794667E+2, 0.000000000E+0, 9.000000000E+2, 
3.310600000E+0, -2.045500000E-4, 0.000000000E+0, 0.000000000E+0, 3.650000000E-7, -3.367000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 7.587527830E+5, 0.000000000E+0, 3.386726148E-6, 1.200000000E+3, 2.270819833E+2, 0.000000000E+0, 9.000000000E+2, 
3.310500000E+0, -1.993500000E-4, 5.000000000E-8, 0.000000000E+0, 3.650000000E-7, -3.368000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 4.655476030E+5, 0.000000000E+0, 3.387720325E-6, 1.200000000E+3, 2.270845000E+2, 0.000000000E+0, 9.000000000E+2, 
3.310500000E+0, -2.058000000E-4, 1.500000000E-7, 0.000000000E+0, 3.650000000E-7, -3.372000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 7.120289020E+5, 0.000000000E+0, 3.391697068E-6, 1.200000000E+3, 2.270870000E+2, 0.000000000E+0, 9.000000000E+2, 
3.310500000E+0, -1.997000000E-4, 2.000000000E-7, 0.000000000E+0, 3.650000000E-7, -3.379000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 5.623653120E+5, 0.000000000E+0, 3.398656499E-6, 1.200000000E+3, 2.270895333E+2, 0.000000000E+0, 9.000000000E+2, 
3.310500000E+0, -2.060000000E-4, 1.000000000E-7, 0.000000000E+0, 3.660000000E-7, -3.387000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 6.627528750E+5, 0.000000000E+0, 3.406717628E-6, 1.200000000E+3, 2.270920333E+2, 0.000000000E+0, 9.000000000E+2, 
3.310400000E+0, -2.000500000E-4, 1.500000000E-7, 0.000000000E+0, 3.670000000E-7, -3.400000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 5.862692720E+5, 0.000000000E+0, 3.419749845E-6, 1.200000000E+3, 2.270945500E+2, 0.000000000E+0, 9.000000000E+2, 
3.310400000E+0, -2.053500000E-4, 4.000000000E-7, 0.000000000E+0, 3.680000000E-7, -3.414000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 6.363098380E+5, 0.000000000E+0, 3.433776347E-6, 1.200000000E+3, 2.270970500E+2, 0.000000000E+0, 9.000000000E+2, 
3.310400000E+0, -2.007500000E-4, 0.000000000E+0, 0.000000000E+0, 3.700000000E-7, -3.432000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 6.336909040E+5, 0.000000000E+0, 3.451887020E-6, 1.200000000E+3, 2.270995667E+2, 0.000000000E+0, 9.000000000E+2, 
3.310400000E+0, -2.037000000E-4, 3.500000000E-7, 0.000000000E+0, 3.710000000E-7, -3.453000000E-6, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 0.000000000E+0, 5.587009590E+5, 0.000000000E+0, 3.472873450E-6, 1.200000000E+3, 2.271020667E+2, 0.000000000E+0, 9.000000000E+2, 
